NumberOfSpecs,6,1024,1024
Spec,0,Tahoma,78,64,190,46
116,ABC,0,7,0,498,939
117,ABC,1,10,1,506,939
118,ABC,0,10,0,517,939
119,ABC,0,16,0,528,939
120,ABC,0,10,0,545,939
121,ABC,0,10,0,556,939
122,ABC,0,9,0,567,939
123,ABC,0,9,1,577,939
124,ABC,3,2,3,587,939
125,ABC,1,9,0,590,939
126,ABC,1,13,1,600,939
160,ABC,0,1,6,614,939
161,ABC,2,3,2,616,939
162,ABC,1,9,1,620,939
163,ABC,1,10,0,630,939
164,ABC,0,11,0,641,939
165,ABC,0,11,0,653,939
166,ABC,3,2,3,665,939
167,ABC,1,9,1,668,939
168,ABC,2,7,2,678,939
169,ABC,0,20,0,686,939
170,ABC,1,8,1,707,939
171,ABC,1,10,1,716,939
172,ABC,1,13,1,727,939
173,ABC,1,6,1,741,939
174,ABC,0,20,0,748,939
175,ABC,-1,13,-1,769,939
176,ABC,1,8,1,783,939
177,ABC,1,13,1,792,939
178,ABC,1,8,1,806,939
179,ABC,1,8,1,815,939
180,ABC,4,5,2,824,939
181,ABC,1,10,1,830,939
182,ABC,0,10,1,841,939
183,ABC,2,3,2,852,939
184,ABC,3,5,3,856,939
185,ABC,2,7,1,862,939
186,ABC,0,10,0,870,939
187,ABC,1,10,1,881,939
188,ABC,1,18,2,892,939
189,ABC,1,19,1,911,939
190,ABC,1,19,1,931,939
191,ABC,0,9,1,951,939
192,ABC,-1,15,-1,961,939
193,ABC,-1,15,-1,977,939
194,ABC,-1,15,-1,993,939
195,ABC,-1,15,-1,0,965
196,ABC,-1,15,-1,16,965
197,ABC,-1,15,-1,32,965
198,ABC,-1,20,0,48,965
199,ABC,0,13,0,69,965
200,ABC,1,11,0,83,965
201,ABC,1,11,0,95,965
202,ABC,1,11,0,107,965
203,ABC,1,11,0,119,965
204,ABC,1,6,1,131,965
205,ABC,1,6,1,138,965
206,ABC,0,8,0,145,965
207,ABC,1,7,0,154,965
208,ABC,0,15,0,162,965
209,ABC,1,12,1,178,965
210,ABC,0,15,0,191,965
211,ABC,0,15,0,207,965
212,ABC,0,15,0,223,965
213,ABC,0,15,0,239,965
214,ABC,0,15,0,255,965
215,ABC,2,12,1,271,965
216,ABC,0,15,0,284,965
217,ABC,1,12,1,300,965
218,ABC,1,12,1,313,965
219,ABC,1,12,1,326,965
220,ABC,1,12,1,339,965
221,ABC,-1,14,-1,352,965
222,ABC,1,11,0,367,965
223,ABC,1,11,0,379,965
224,ABC,0,10,1,391,965
225,ABC,0,10,1,402,965
226,ABC,0,10,1,413,965
227,ABC,0,10,1,424,965
228,ABC,0,10,1,435,965
229,ABC,0,10,1,446,965
230,ABC,0,18,0,457,965
231,ABC,0,10,0,476,965
232,ABC,0,11,0,487,965
233,ABC,0,11,0,499,965
234,ABC,0,11,0,511,965
235,ABC,0,11,0,523,965
236,ABC,0,5,0,535,965
237,ABC,1,6,-2,541,965
238,ABC,-1,7,-1,548,965
239,ABC,-1,7,-1,556,965
240,ABC,0,11,0,564,965
241,ABC,1,10,1,576,965
242,ABC,0,11,0,587,965
243,ABC,0,11,0,599,965
244,ABC,0,11,0,611,965
245,ABC,0,11,0,623,965
246,ABC,0,11,0,635,965
247,ABC,1,13,1,647,965
248,ABC,0,11,0,661,965
249,ABC,1,10,1,673,965
250,ABC,1,10,1,684,965
251,ABC,1,10,1,695,965
252,ABC,1,10,1,706,965
253,ABC,0,10,0,717,965
254,ABC,1,11,0,728,965
Spec,5,Courier New,17,13,190,46
32,ABC,0,1,8,740,965
33,ABC,3,3,3,742,965
34,ABC,2,6,1,746,965
35,ABC,1,7,1,753,965
36,ABC,1,7,1,761,965
37,ABC,1,7,1,769,965
38,ABC,1,7,1,777,965
39,ABC,3,3,3,785,965
40,ABC,4,3,2,789,965
41,ABC,2,3,4,793,965
42,ABC,1,7,1,797,965
43,ABC,1,7,1,805,965
44,ABC,2,4,3,813,965
45,ABC,1,7,1,818,965
46,ABC,3,3,3,826,965
47,ABC,1,7,1,830,965
48,ABC,1,7,1,838,965
49,ABC,1,7,1,846,965
50,ABC,1,7,1,854,965
51,ABC,1,7,1,862,965
52,ABC,1,7,1,870,965
53,ABC,1,7,1,878,965
54,ABC,1,7,1,886,965
55,ABC,1,7,1,894,965
56,ABC,1,7,1,902,965
57,ABC,1,7,1,910,965
58,ABC,3,3,3,918,965
59,ABC,2,4,3,922,965
60,ABC,0,8,1,927,965
61,ABC,0,9,0,936,965
62,ABC,1,8,0,946,965
63,ABC,2,6,1,955,965
64,ABC,1,7,1,962,965
65,ABC,0,9,0,970,965
66,ABC,0,9,0,980,965
67,ABC,1,8,0,990,965
68,ABC,1,8,0,999,965
69,ABC,0,8,1,1008,965
70,ABC,1,8,0,0,991
71,ABC,1,8,0,9,991
72,ABC,0,9,0,18,991
73,ABC,1,7,1,28,991
74,ABC,1,8,0,36,991
75,ABC,0,9,0,45,991
76,ABC,0,9,0,55,991
77,ABC,0,9,0,65,991
78,ABC,0,9,0,75,991
79,ABC,1,8,0,85,991
80,ABC,1,8,0,94,991
81,ABC,1,8,0,103,991
82,ABC,0,9,0,112,991
83,ABC,1,7,1,122,991
84,ABC,1,7,1,130,991
85,ABC,0,9,0,138,991
86,ABC,0,9,0,148,991
87,ABC,0,9,0,158,991
88,ABC,0,9,0,168,991
89,ABC,0,9,0,178,991
90,ABC,1,7,1,188,991
91,ABC,4,3,2,196,991
92,ABC,1,7,1,200,991
93,ABC,2,3,4,208,991
94,ABC,1,7,1,212,991
95,ABC,0,9,0,220,991
96,ABC,3,3,3,230,991
97,ABC,1,7,1,234,991
98,ABC,0,9,0,242,991
99,ABC,1,8,0,252,991
100,ABC,0,9,0,261,991
101,ABC,1,7,1,271,991
102,ABC,1,8,0,279,991
103,ABC,1,8,0,288,991
104,ABC,0,9,0,297,991
105,ABC,1,7,1,307,991
106,ABC,1,5,3,315,991
107,ABC,1,8,0,321,991
108,ABC,1,7,1,330,991
109,ABC,-1,10,0,338,991
110,ABC,0,9,0,349,991
111,ABC,1,7,1,359,991
112,ABC,0,9,0,367,991
113,ABC,1,8,0,377,991
114,ABC,1,8,0,386,991
115,ABC,1,7,1,395,991
116,ABC,1,7,1,403,991
117,ABC,0,9,0,411,991
118,ABC,1,8,0,421,991
119,ABC,0,9,0,430,991
120,ABC,0,9,0,440,991
121,ABC,1,8,0,450,991
122,ABC,1,7,1,459,991
123,ABC,3,3,3,467,991
124,ABC,4,1,4,471,991
125,ABC,2,4,3,473,991
126,ABC,1,7,1,478,991
160,ABC,0,1,8,486,991
161,ABC,3,3,3,488,991
162,ABC,1,6,2,492,991
163,ABC,1,7,1,499,991
164,ABC,1,7,1,507,991
165,ABC,1,7,1,515,991
166,ABC,4,1,4,523,991
167,ABC,1,7,1,525,991
168,ABC,2,5,2,533,991
169,ABC,0,9,0,539,991
170,ABC,2,5,2,549,991
171,ABC,0,9,0,555,991
172,ABC,0,8,1,565,991
173,ABC,1,7,1,574,991
174,ABC,0,9,0,582,991
175,ABC,-1,11,-1,592,991
176,ABC,2,5,2,604,991
177,ABC,1,7,1,610,991
178,ABC,2,5,2,618,991
179,ABC,2,5,2,624,991
180,ABC,3,3,3,630,991
181,ABC,0,9,0,634,991
182,ABC,1,7,1,644,991
183,ABC,5,2,2,652,991
184,ABC,3,3,3,655,991
185,ABC,2,5,2,659,991
186,ABC,2,5,2,665,991
187,ABC,0,9,0,671,991
188,ABC,0,10,-1,681,991
189,ABC,0,9,0,692,991
190,ABC,0,9,0,702,991
191,ABC,1,6,2,712,991
192,ABC,0,9,0,719,991
193,ABC,0,9,0,729,991
194,ABC,0,9,0,739,991
195,ABC,0,9,0,749,991
196,ABC,0,9,0,759,991
197,ABC,0,9,0,769,991
198,ABC,0,9,0,779,991
199,ABC,1,8,0,789,991
200,ABC,0,8,1,798,991
201,ABC,0,8,1,807,991
202,ABC,0,8,1,816,991
203,ABC,0,8,1,825,991
204,ABC,1,7,1,834,991
205,ABC,1,7,1,842,991
206,ABC,1,7,1,850,991
207,ABC,1,7,1,858,991
208,ABC,0,8,1,866,991
209,ABC,0,9,0,875,991
210,ABC,1,8,0,885,991
211,ABC,1,8,0,894,991
212,ABC,1,8,0,903,991
213,ABC,1,8,0,912,991
214,ABC,1,8,0,921,991
215,ABC,1,6,2,930,991
216,ABC,0,9,0,937,991
217,ABC,0,9,0,947,991
218,ABC,0,9,0,957,991
219,ABC,0,9,0,967,991
220,ABC,0,9,0,977,991
221,ABC,0,9,0,987,991
222,ABC,1,8,0,997,991
223,ABC,0,8,1,1006,991
224,ABC,1,7,1,1015,991
225,ABC,1,7,1,0,1009
226,ABC,1,7,1,8,1009
227,ABC,1,7,1,16,1009
228,ABC,1,7,1,24,1009
229,ABC,1,7,1,32,1009
230,ABC,0,9,0,40,1009
231,ABC,1,8,0,50,1009
232,ABC,1,7,1,59,1009
233,ABC,1,7,1,67,1009
234,ABC,1,7,1,75,1009
235,ABC,1,7,1,83,1009
236,ABC,1,7,1,91,1009
237,ABC,1,7,1,99,1009
238,ABC,1,7,1,107,1009
239,ABC,1,7,1,115,1009
240,ABC,1,7,1,123,1009
241,ABC,0,9,0,131,1009
242,ABC,1,7,1,141,1009
243,ABC,1,7,1,149,1009
244,ABC,1,7,1,157,1009
245,ABC,1,7,1,165,1009
246,ABC,1,7,1,173,1009
247,ABC,1,7,1,181,1009
248,ABC,0,9,0,189,1009
249,ABC,0,9,0,199,1009
250,ABC,0,9,0,209,1009
251,ABC,0,9,0,219,1009
252,ABC,0,9,0,229,1009
253,ABC,1,8,0,239,1009
254,ABC,0,8,1,248,1009
